,Country,Year,MRDT_Female,MRDT_Male,MRDT_Total
0,AUS,1921,12.173827713817564,10.758566910529566,11.291427583028344
1,AUS,1922,11.567922385458365,10.056309330609283,10.636610145532297
2,AUS,1923,11.607172002396137,10.102633898892094,10.684626757803619
3,AUS,1924,11.481288458520062,10.048103981207017,10.5920323410625
4,AUS,1925,11.48279244625467,10.11065028948833,10.621543471146301
5,AUS,1926,11.438231630999468,10.030335921877938,10.58401773562288
6,AUS,1927,11.135146583650515,9.981762825558095,10.448411829048124
7,AUS,1928,11.463172147913465,9.967509937747037,10.564812484961518
8,AUS,1929,11.208415881587936,9.850956461349446,10.37006980409992
9,AUS,1930,10.90079558308094,9.727458757090455,10.183294467053036
10,AUS,1931,10.897216496462121,9.559734250060423,10.10716308538824
11,AUS,1932,10.430342992417122,9.138894477130185,9.666041424795349
12,AUS,1933,10.556441787650174,9.004583177403248,9.635682765765846
13,AUS,1934,10.51252787374943,9.017478560612624,9.636961066089775
14,AUS,1935,10.446695973314522,9.048728777709243,9.626848000965126
15,AUS,1936,10.664028451038465,8.849702453801159,9.596026752987807
16,AUS,1937,10.268519679426072,9.01424618364122,9.538945431930602
17,AUS,1938,10.293354327474793,8.65713787218579,9.335570560029057
18,AUS,1939,9.768388837014367,8.50761467045914,9.036806681329026
19,AUS,1940,9.48499415166993,8.432200634103525,8.87327444959875
20,AUS,1941,9.531732991713472,8.206198774878512,8.764792991742913
21,AUS,1942,9.392102412861675,7.790185760467135,8.465122847678083
22,AUS,1943,9.333566660571266,7.592916401682362,8.323500318323278
23,AUS,1944,9.196565133546889,7.408190779786738,8.158229027315544
24,AUS,1945,9.246056668937355,7.417596897385888,8.196118314114436
25,AUS,1946,8.955237468941002,7.699271223544366,8.22039469537315
